App,Category,Genre,Rating,Reviews,Installs,Size_KB,Type,Price,Content Rating,Last Updated,Current Ver,Android_Min_Version,App_apple,Rating_apple,Reviews_apple,Price_apple,Developer_apple,Match_Score,Source
Invoice & Time Tracking - Zoho,BUSINESS,Business,4.6,5800,100000.0,8806.4,Free,0.0,Everyone,2018-08-02,5.20.7,4.1,Zoho Invoice Maker App,4.86427,10381.0,0.0,Zoho Corporation,70.58823529411765,both
join.me - Simple Meetings,BUSINESS,Business,4.0,6989,1000000.0,,Free,0.0,Everyone,2018-07-16,4.3.0.508,4.4,join.me - Simple Meetings,4.20619,1906.0,0.0,"GoTo Group, Inc.",100.0,both
Invoice 2go — Professional Invoices and Estimates,BUSINESS,Business,4.2,16422,1000000.0,28672.0,Free,0.0,Everyone,2018-08-01,10.46.2,4.1,Square Invoices: Invoice Maker,4.83832,88881.0,0.0,"Block, Inc.",71.11111111111111,both
Cisco Webex Meetings,BUSINESS,Business,4.4,108741,10000000.0,28672.0,Free,0.0,Everyone,2018-07-20,11.1.0,4.3,Webex Meetings,4.62421,898352.0,0.0,Cisco,100.0,both
ScreenMeet. Easy Phone Meeting,BUSINESS,Business,4.0,624,100000.0,9216.0,Free,0.0,Everyone,2018-03-22,1.2.287,5.0,,,,,,56.0,google-only
Cisco Webex Teams,BUSINESS,Business,4.2,1661,100000.0,47104.0,Free,0.0,Everyone,2018-08-02,3.0.4651,4.4,Webex,4.57612,8375.0,0.0,Cisco,100.0,both
Microsoft Remote Desktop,BUSINESS,Business,4.2,97702,5000000.0,,Free,0.0,Everyone,2018-07-11,Varies with device,,DeskIn Remote Desktop,4.67949,390.0,0.0,ZULER TECHNOLOGY PTE. LTD.,80.0,both
Start Meeting,BUSINESS,Business,4.1,308,50000.0,14336.0,Free,0.0,Everyone,2018-05-29,3.1.4.0,4.0,Start Meeting,4.15,180.0,0.0,CarrierX LLC,100.0,both
ClickMeeting Webinars,BUSINESS,Business,3.8,5211,1000000.0,26624.0,Free,0.0,Everyone,2018-07-30,3.3.0,4.0,ClickMeeting Webinars Meetings,3.61765,34.0,0.0,ClickMeeting Sp. z o.o.,100.0,both
BlueJeans for Android,BUSINESS,Business,3.9,1058,500000.0,23552.0,Free,0.0,Everyone,2018-06-29,2.22.397,5.0,,,,,,18.42105263157895,google-only
Skype for Business for Android,BUSINESS,Business,3.9,78172,10000000.0,,Free,0.0,Everyone,2018-08-02,Varies with device,,Skype for Business,4.31112,16238.0,0.0,Microsoft Corporation,100.0,both
Verify - Receipts & Expenses,BUSINESS,Business,4.5,413,10000.0,29696.0,Free,0.0,Everyone,2018-07-25,2.0.19,5.0,Veryfi Receipts OCR & Expenses,4.70306,1832.0,0.0,"Veryfi, Inc.",84.61538461538461,both
LINE WEBTOON - Free Comics,COMICS,Comics,4.5,1013635,10000000.0,,Free,0.0,Teen,2018-07-31,Varies with device,,WEBTOON KR - 네이버 웹툰,4.69705,4661.0,0.0,NAVER WEBTOON Ltd.,82.35294117647058,both
Manga Master - Best manga & comic reader,COMICS,Comics,4.6,24005,500000.0,5017.6,Free,0.0,Adults only 18+,2018-07-04,1.1.7.0,4.1,Manga Reader - Best Manga Man,4.38051,975.0,0.0,Nguyen Minh Hang,89.47368421052632,both
GANMA! - All original stories free of charge for all original comics,COMICS,Comics,4.7,57106,1000000.0,27648.0,Free,0.0,Teen,2018-07-23,2.11.3,4.1,,,,,,48.0,google-only
Röhrich Werner Soundboard,COMICS,Comics,4.7,2249,500000.0,32768.0,Free,0.0,Everyone,2017-11-16,1.08,4.0,Soundboard Studio,4.72759,3425.0,0.0,App Business Ventures LLC,74.07407407407408,both
Unicorn Pokez - Color By Number,COMICS,Comics,4.8,516,50000.0,12288.0,Free,0.0,Everyone,2018-08-03,1.0.6,4.4,UNICORN: Color by Number Games,4.69004,460779.0,0.0,APPSYOULOVE LTD,88.46153846153847,both
MangaToon - Comics updated Daily,COMICS,Comics,3.9,834,50000.0,15360.0,Free,0.0,Mature 17+,2018-08-01,1.0.8,4.1,MangaToon: Comic & Manga,4.48184,4464.0,0.0,Mangatoon HK Limited,70.58823529411765,both
Manga Net – Best Online Manga Reader,COMICS,Comics,4.1,1010,50000.0,11264.0,Free,0.0,Mature 17+,2018-07-07,1.5,4.1,VIZ Manga,4.84945,71083.0,0.0,"VIZ Media, LLC",71.42857142857143,both
Manga Rock - Best Manga Reader,COMICS,Comics,4.4,238970,1000000.0,28672.0,Free,0.0,Teen,2018-07-09,3.4.3_world,5.0,Manga Reader ㅤ,4.49117,16473.0,0.0,Manga Reader Apps LLC,100.0,both
Manga - read Thai translation,COMICS,Comics,4.6,302,10000.0,2252.8,Free,0.0,Teen,2018-07-03,1.0,4.0,VIZ Manga,4.84945,71083.0,0.0,"VIZ Media, LLC",71.42857142857143,both
The Vietnam Story - Fun Stories,COMICS,Comics,4.5,438,10000.0,3481.6,Free,0.0,Everyone,2017-12-27,1.0,2.3,Vietnam eRadio+,4.44444,9.0,0.0,"Vithyu Media Co., Ltd",66.66666666666666,both
Dragon Ball Wallpaper - Ringtones,COMICS,Comics,4.7,73,10000.0,8499.2,Free,0.0,Everyone,2018-07-23,1.9,4.0,Fancy Wallpapers & Ringtones,4.56521,12981.0,0.0,Live Wallpapers & Ringtones Labs,77.19298245614036,both
Funny Jokes Photos,COMICS,Comics,4.4,39,10000.0,4403.2,Free,0.0,Everyone 10+,2018-07-03,1.1,4.2,Laugh My App Off - Funny Jokes,4.66441,24974.0,0.0,Motivation Apps Free,75.86206896551724,both
Truyện Vui Tý Quậy,COMICS,Comics,4.5,144,10000.0,4812.8,Free,0.0,Everyone,2018-07-19,3.0,4.0,,,,,,15.909090909090907,google-only
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,Comics,3.9,2181,100000.0,10240.0,Free,0.0,Teen,2018-03-05,1.2.12,4.0,VIZ Manga,4.84945,71083.0,0.0,"VIZ Media, LLC",71.42857142857143,both
comico Popular Original Cartoon Updated Everyday Comico,COMICS,Comics,3.2,93965,5000000.0,15360.0,Free,0.0,Teen,2018-07-03,6.3.0,4.0,,,,,,50.666666666666664,google-only
Daily Manga - Comic & Webtoon,COMICS,Comics,3.2,1446,100000.0,7270.4,Free,0.0,Mature 17+,2018-05-18,1.0,4.0,"WEBTOON: Manga, Comics, Manhwa",4.76595,432008.0,0.0,NAVER WEBTOON Ltd.,80.76923076923077,both
"漫咖 Comics - Manga,Novel and Stories",COMICS,Comics,4.1,12088,1000000.0,21504.0,Free,0.0,Mature 17+,2018-07-06,2.3.1,4.0,Honeytoon - Manga & Comics,0.0,0.0,0.0,Ayaz PATSO,70.58823529411765,both
Emmanuella Funny Videos 2018,COMICS,Comics,4.5,314,100000.0,6246.4,Free,0.0,Everyone,2018-05-23,3.1.0,4.1,iFunny－funny videos，memes，GIFs,4.27794,118434.0,0.0,iFunny Inc.,60.0,both
DC Comics,COMICS,Comics,4.2,25671,1000000.0,,Free,0.0,Teen,2018-06-05,Varies with device,,,,,,,18.181818181818183,google-only
Manga Zero - Japanese cartoon and comic reader,COMICS,Comics,4.2,15194,1000000.0,15360.0,Free,0.0,Teen,2018-07-19,4.7.3,4.2,VIZ Manga,4.84945,71083.0,0.0,"VIZ Media, LLC",71.42857142857143,both
Marvel Unlimited,COMICS,Comics,3.7,22551,1000000.0,11264.0,Free,0.0,Teen,2018-07-24,3.16.0,4.4,Marvel Unlimited,4.77105,59131.0,0.0,Disney,100.0,both
"Tapas – Comics, Novels, and Stories",COMICS,Comics,4.5,29839,1000000.0,29696.0,Free,0.0,Teen,2018-07-31,4.1.0,4.4,Tapas – Comics and Novels,4.56777,43715.0,0.0,Radish Media,100.0,both
Children's cartoons (Mithu-Mina-Raju),COMICS,Comics,4.6,279,100000.0,3379.2,Free,0.0,Everyone,2017-12-18,1.6,4.0,,,,,,23.80952380952381,google-only
Narrator's Voice,COMICS,Comics,4.5,564387,5000000.0,,Free,0.0,Everyone,2018-07-05,Varies with device,,Narrator's voice,4.54035,9405.0,0.0,Escolha Tecnologia LTDA - ME,100.0,both
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,Comics,,1330,50000.0,22528.0,Free,0.0,Everyone,2018-07-03,6.1.1,4.2,,,,,,54.054054054054056,google-only
Faustop Sounds,COMICS,Comics,4.7,1677,100000.0,40960.0,Free,0.0,Everyone,2018-05-26,1.7.7,4.1,Fun Sounds LOL,4.01241,403.0,0.0,Ozan,71.42857142857143,both
Manga Mania - Best online manga reader,COMICS,Comics,4.4,757,10000.0,10240.0,Free,0.0,Teen,2018-05-24,1.0,4.1,Manga Reader ㅤ,4.49117,16473.0,0.0,Manga Reader Apps LLC,100.0,both
- Free Comics - Comic Apps,COMICS,Comics,3.5,115,10000.0,9318.4,Free,0.0,Mature 17+,2018-07-13,5.0.12,5.0,,,,,,53.65853658536585,google-only
Manga AZ - Manga Comic Reader,COMICS,Comics,3.3,125,5000.0,4812.8,Free,0.0,Teen,2018-07-24,1.0.4,4.0,Manga Reader - Best Manga Man,4.38051,975.0,0.0,Nguyen Minh Hang,72.72727272727272,both
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,Comics,4.5,9952,500000.0,38912.0,Free,0.0,Everyone 10+,2018-07-31,4.3.0,4.1,WEBTOON KR - 네이버 웹툰,4.69705,4661.0,0.0,NAVER WEBTOON Ltd.,82.35294117647058,both
pixiv comic - everyone's manga app,COMICS,Comics,4.4,18814,1000000.0,,Free,0.0,Mature 17+,2018-07-30,Varies with device,,pixiv,4.56098,6223.0,0.0,pixiv Inc.,100.0,both
Funny Jokes and Stories 2018,COMICS,Comics,4.2,21,5000.0,6860.8,Free,0.0,Everyone,2018-03-31,1.3,4.0,Jokes!,2.40345,9803.0,0.0,Indigo Penguin Limited,100.0,both
Hojiboy Tojiboyev Life Hacks,COMICS,Comics,5.0,15,1000.0,37888.0,Free,0.0,Everyone,2018-06-26,2.0,4.0,,,,,,50.0,google-only
Perfect Viewer,COMICS,Comics,4.4,51981,5000000.0,,Free,0.0,Everyone,2018-08-01,4.2.0.2,2.3,PDF Reader - Editor & Viewer,4.50298,2350.0,0.0,Kdan Mobile Software LTD,60.0,both
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,Comics,4.7,3596,10000.0,7987.2,Free,0.0,Teen,2018-06-16,1.01,4.0,HD Wallpapers and Backgrounds.,4.49796,13822.0,0.0,Europosit,92.5925925925926,both
think Comics,COMICS,Comics,4.4,1006,50000.0,19456.0,Free,0.0,Everyone,2018-08-03,2.3.3,4.0,Midtown Comics,4.33951,1296.0,0.0,Midtown Comics Online Inc.,69.23076923076923,both
Memes Button,COMICS,Comics,4.4,5968,1000000.0,5836.8,Free,0.0,Everyone,2018-05-28,1.4,4.0,,,,,,28.0,google-only
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,Comics,4.6,4895,100000.0,35840.0,Free,0.0,Everyone,2018-08-02,2.4.25,4.4,,,,,,36.61971830985915,google-only
Messenger – Text and Video Chat for Free,COMMUNICATION,Communication,4.0,56642847,1000000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Messenger,4.64654,9931692.0,0.0,"Meta Platforms, Inc.",100.0,both
WhatsApp Messenger,COMMUNICATION,Communication,4.4,69119316,1000000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,WhatsApp Messenger,4.69194,16514244.0,0.0,WhatsApp Inc.,100.0,both
Messenger for SMS,COMMUNICATION,Communication,4.3,125257,10000000.0,17408.0,Free,0.0,Teen,2018-06-06,1.8.9,4.1,Messenger,4.64654,9931692.0,0.0,"Meta Platforms, Inc.",100.0,both
Google Chrome: Fast & Secure,COMMUNICATION,Communication,4.3,9642995,1000000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Google Chrome,4.68574,2621371.0,0.0,Google,100.0,both
Messenger Lite: Free Calls & Messages,COMMUNICATION,Communication,4.4,1429035,100000000.0,,Free,0.0,Everyone,2018-07-25,37.0.0.7.163,2.3,Messenger,4.64654,9931692.0,0.0,"Meta Platforms, Inc.",100.0,both
Gmail,COMMUNICATION,Communication,4.3,4604324,1000000000.0,,Free,0.0,Everyone,2018-08-02,Varies with device,,Gmail - Email by Google,4.71638,2351945.0,0.0,Google,100.0,both
Hangouts,COMMUNICATION,Communication,4.0,3419249,1000000000.0,,Free,0.0,Everyone,2018-07-21,Varies with device,,,,,,,21.05263157894737,google-only
Viber Messenger,COMMUNICATION,Communication,4.3,11334799,500000000.0,,Free,0.0,Everyone,2018-07-18,Varies with device,,Messenger,4.64654,9931692.0,0.0,"Meta Platforms, Inc.",100.0,both
My Tele2,COMMUNICATION,Communication,4.3,158679,5000000.0,9011.2,Free,0.0,Everyone,2018-08-03,2.4.1,4.4,Tele2 Дома,0.0,0.0,0.0,Tele2,100.0,both
Firefox Browser fast & private,COMMUNICATION,Communication,4.4,3075028,100000000.0,,Free,0.0,Everyone,2018-07-10,Varies with device,,Firefox: Private Web Browser,4.63429,172956.0,0.0,Mozilla,92.0,both
Yahoo Mail – Stay Organized,COMMUNICATION,Communication,4.3,4187998,100000000.0,16384.0,Free,0.0,Everyone,2018-07-18,5.29.3,4.4,Yahoo Mail,4.70212,4286739.0,0.0,Yahoo,100.0,both
imo beta free calls and text,COMMUNICATION,Communication,4.3,659395,100000000.0,11264.0,Free,0.0,Everyone,2018-06-07,9.8.000000010492,4.0,Talkatone: WiFi Text & Calls,4.7054,134276.0,0.0,"TALKATONE, INC.",64.15094339622641,both
imo free video calls and chat,COMMUNICATION,Communication,4.3,4785892,500000000.0,11264.0,Free,0.0,Everyone,2018-06-08,9.8.000000010501,4.0,imo video calls and chat HD,3.36134,74479.0,4.99,Baby Penguin,94.11764705882354,both
Contacts,COMMUNICATION,Communication,4.3,66602,50000000.0,,Free,0.0,Everyone,2018-06-26,2.8.4.201036949,5.0,Delete Contacts+,4.78399,34175.0,0.0,Appiplayer Software,100.0,both
Call Free – Free Call,COMMUNICATION,Communication,4.3,30209,5000000.0,15360.0,Free,0.0,Everyone,2018-07-28,1.3.4,4.1,Free Conference Call,4.48397,5209.0,0.0,CarrierX LLC,100.0,both
Web Browser & Explorer,COMMUNICATION,Communication,4.0,36901,5000000.0,6758.4,Free,0.0,Everyone,2018-07-04,11.8.6,4.0,Firefox: Private Web Browser,4.63429,172956.0,0.0,Mozilla,72.34042553191489,both
Opera Mini - fast web browser,COMMUNICATION,Communication,4.5,5149854,100000000.0,,Free,0.0,Everyone,2018-07-19,Varies with device,,Opera GX,4.84624,83743.0,0.0,Opera Norway AS,76.92307692307692,both
Browser 4G,COMMUNICATION,Communication,4.3,192948,10000000.0,6758.4,Free,0.0,Everyone,2018-06-19,24.6.6,4.0,Opera: AI browser with VPN,4.70109,209141.0,0.0,Opera Norway AS,82.35294117647058,both
MegaFon Dashboard,COMMUNICATION,Communication,3.7,99559,10000000.0,,Free,0.0,Everyone,2018-07-30,Varies with device,,,,,,,19.23076923076923,google-only
ZenUI Dialer & Contacts,COMMUNICATION,Communication,4.5,437674,10000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Sync.ME - Caller ID & Contacts,4.3911,22094.0,0.0,Sync.ME LTD,68.08510638297872,both
Cricket Visual Voicemail,COMMUNICATION,Communication,3.9,13698,10000000.0,5222.4,Free,0.0,Everyone,2018-07-02,3.2.0.100171,4.1,World Voicemail,4.2426,1521.0,0.0,Norwood Systems (Aust) Pty Ltd,75.0,both
Opera Browser: Fast and Secure,COMMUNICATION,Communication,4.4,2473509,100000000.0,,Free,0.0,Everyone,2018-07-31,47.1.2249.129326,,Browser Pro Fast & Secure,4.50459,872.0,0.0,MadhavKumar Bhayani,90.47619047619048,both
TracFone My Account,COMMUNICATION,Communication,3.6,20769,1000000.0,18432.0,Free,0.0,Everyone,2018-07-11,R6.0.3,4.1,Tracfone Wireless My Account,4.72396,53545.0,0.0,"TracFone Wireless, Inc.",100.0,both
Firefox Focus: The privacy browser,COMMUNICATION,Communication,4.4,36880,1000000.0,4096.0,Free,0.0,Everyone,2018-07-06,5.2,5.0,Firefox Focus: Privacy browser,4.66216,76417.0,0.0,Mozilla,100.0,both
Google Voice,COMMUNICATION,Communication,4.2,171031,10000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,Google Voice,4.30318,60795.0,0.0,Google,100.0,both
Chrome Dev,COMMUNICATION,Communication,4.4,63543,5000000.0,,Free,0.0,Everyone,2018-08-02,69.0.3497.24,,Google Chrome,4.68574,2621371.0,0.0,Google,75.0,both
Xperia Link™,COMMUNICATION,Communication,4.1,45487,10000000.0,,Free,0.0,Everyone,2016-10-27,Varies with device,,,,,,,56.0,google-only
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,Communication,4.4,615381,10000000.0,37888.0,Free,0.0,Mature 17+,2018-08-02,6.7.9.1,4.0,Emoji+,4.48988,62872.0,0.0,Emoji+,100.0,both
Who,COMMUNICATION,Communication,4.3,2451083,100000000.0,,Free,0.0,Teen,2018-08-03,Varies with device,,Who: True Caller ID Lookup,3.55896,424.0,0.0,RD LABS LLC,100.0,both
Skype Lite - Free Video Call & Chat,COMMUNICATION,Communication,4.2,33053,5000000.0,22528.0,Free,0.0,Everyone,2018-07-31,1.60.0.31354-release,4.0,JusTalk - Video Chat & Calls,4.41924,64955.0,0.0,Jus,65.45454545454545,both
WeChat,COMMUNICATION,Communication,4.2,5387333,100000000.0,,Free,0.0,Everyone,2018-07-31,Varies with device,,WeChat,3.96885,77101.0,0.0,WeChat,100.0,both
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,Communication,4.4,3648120,100000000.0,3379.2,Free,0.0,Teen,2018-07-18,11.4.0,4.0,UC Browser,4.39079,4698.0,0.0,UCWEB SINGAPORE PTE. LTD.,100.0,both
WhatsApp Business,COMMUNICATION,Communication,4.4,136662,10000000.0,32768.0,Free,0.0,Everyone,2018-07-30,2.18.116,4.0,WhatsApp Business,4.71705,1228640.0,0.0,WhatsApp Inc.,100.0,both
My magenta,COMMUNICATION,Communication,3.9,42370,1000000.0,37888.0,Free,0.0,Everyone,2018-06-25,7.5.1,5.0,Mein Magenta (AT),3.04494,89.0,0.0,T-Mobile Austria GmbH,82.35294117647058,both
Android Messages,COMMUNICATION,Communication,4.2,781810,100000000.0,,Free,0.0,Everyone,2018-08-01,Varies with device,,Messages,4.07502,30806.0,0.0,Apple,100.0,both
Telegram,COMMUNICATION,Communication,4.4,3128250,100000000.0,,Free,0.0,Mature 17+,2018-07-27,Varies with device,,Telegram Messenger,4.01689,236107.0,0.0,Telegram FZ-LLC,100.0,both
Google Duo - High Quality Video Calls,COMMUNICATION,Communication,4.6,2083237,500000000.0,,Free,0.0,Everyone,2018-07-31,37.1.206017801.DR37_RC14,4.4,Google Meet,4.76154,2328006.0,0.0,Google,70.58823529411765,both
Puffin Web Browser,COMMUNICATION,Communication,4.3,541389,10000000.0,,Free,0.0,Everyone,2018-07-09,7.5.3.20547,4.1,Puffin Cloud Browser,3.95672,6677.0,0.0,"CloudMosa, Inc.",87.5,both
Seznam.cz,COMMUNICATION,Communication,4.3,46702,1000000.0,,Free,0.0,Everyone,2018-07-04,Varies with device,,Seznam.cz,4.77304,141.0,0.0,Seznam.cz a.s.,100.0,both
Antillean Gold Telegram (original version),COMMUNICATION,Communication,4.4,2939,100000.0,17408.0,Free,0.0,Everyone,2018-07-16,2.1,4.1,,,,,,54.54545454545455,google-only
AT&T Visual Voicemail,COMMUNICATION,Communication,3.7,13761,10000000.0,,Free,0.0,Everyone,2018-06-27,Varies with device,,AT&T Voicemail Viewer (Home),2.18261,230.0,0.0,"AT&T Services, Inc.",80.0,both
GMX Mail,COMMUNICATION,Communication,4.3,258556,10000000.0,,Free,0.0,Everyone,2018-07-25,Varies with device,,Mail,4.675,3774757.0,0.0,Apple,100.0,both
Omlet Chat,COMMUNICATION,Communication,3.9,40751,10000000.0,35840.0,Free,0.0,Teen,2016-11-04,2.2.7600,4.0,,,,,,57.142857142857146,google-only
UC Browser - Fast Download Private & Secure,COMMUNICATION,Communication,4.5,17712922,500000000.0,40960.0,Free,0.0,Teen,2018-08-02,12.8.5.1121,4.0,UC Browser,4.39079,4698.0,0.0,UCWEB SINGAPORE PTE. LTD.,100.0,both
My Vodacom SA,COMMUNICATION,Communication,3.7,25021,5000000.0,62464.0,Free,0.0,Everyone,2018-06-26,9.9.0,4.3,,,,,,33.33333333333333,google-only
Microsoft Edge,COMMUNICATION,Communication,4.3,27187,5000000.0,67584.0,Free,0.0,Everyone,2018-07-28,42.0.0.2059,4.4,Microsoft Edge: AI Browser,4.71674,408563.0,0.0,Microsoft Corporation,100.0,both
Hangouts Dialer - Call Phones,COMMUNICATION,Communication,4.0,122498,10000000.0,79.0,Free,0.0,Everyone,2015-09-02,0.1.100944346,4.0,,,,,,47.27272727272727,google-only
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,Communication,4.1,132014,10000000.0,25600.0,Free,0.0,Everyone,2018-07-18,6.1,4.2,Dingtone: Phone Calls + Texts,4.55213,30563.0,0.0,Sixapps Limited,79.06976744186046,both
Calls & Text by Mo+,COMMUNICATION,Communication,4.2,83239,5000000.0,14336.0,Free,0.0,Everyone,2018-04-19,3.0.4,4.0,,,,,,57.142857142857146,google-only
free video calls and chat,COMMUNICATION,Communication,4.2,594728,50000000.0,,Free,0.0,Everyone,2018-07-19,7.3(800241),4.4,JusTalk - Video Chat & Calls,4.41924,64955.0,0.0,Jus,80.0,both
Skype - free IM & video calls,COMMUNICATION,Communication,4.1,10484169,1000000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,JusTalk - Video Chat & Calls,4.41924,64955.0,0.0,Jus,62.857142857142854,both
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,Communication,4.4,2876500,100000000.0,24576.0,Free,0.0,Everyone,2018-08-01,7.73,4.0,Messenger,4.64654,9931692.0,0.0,"Meta Platforms, Inc.",100.0,both
"Messaging+ SMS, MMS Free",COMMUNICATION,Communication,4.1,28238,1000000.0,17408.0,Free,0.0,Everyone,2018-08-02,4.98,2.3,,,,,,39.21568627450981,google-only
chomp SMS,COMMUNICATION,Communication,4.3,335646,10000000.0,8499.2,Free,0.0,Everyone,2018-07-26,7.21,2.3,,,,,,50.0,google-only
Glide - Video Chat Messenger,COMMUNICATION,Communication,4.3,350154,10000000.0,,Free,0.0,Everyone,2018-07-29,Varies with device,,Messenger,4.64654,9931692.0,0.0,"Meta Platforms, Inc.",100.0,both
Text SMS,COMMUNICATION,Communication,4.5,349384,10000000.0,8396.8,Free,0.0,Everyone,2018-07-24,3.47,4.0,Reach: Fast SMS Text and Email,4.766,6338.0,0.0,"SR Apps, Inc.",100.0,both
Google Allo,COMMUNICATION,Communication,4.3,346982,10000000.0,,Free,0.0,Everyone,2018-01-23,Varies with device,4.1,Google,4.64802,3489468.0,0.0,Google,100.0,both
Talkray - Free Calls & Texts,COMMUNICATION,Communication,4.2,244863,10000000.0,,Free,0.0,Everyone,2018-05-29,Varies with device,,Talkatone: WiFi Text & Calls,4.7054,134276.0,0.0,"TALKATONE, INC.",65.3061224489796,both
LINE: Free Calls & Messages,COMMUNICATION,Communication,4.2,10790289,500000000.0,,Free,0.0,Everyone,2018-07-26,Varies with device,,LINE,3.26654,16902.0,0.0,LINE Corporation,100.0,both
GroupMe,COMMUNICATION,Communication,4.5,330761,10000000.0,,Free,0.0,Everyone,2018-07-03,Varies with device,,GroupMe,4.72189,1559084.0,0.0,Skype Communications S.a.r.l,100.0,both
mysms SMS Text Messaging Sync,COMMUNICATION,Communication,4.3,37320,1000000.0,8601.6,Free,0.0,Everyone,2018-07-30,6.5.1,4.0,,,,,,56.14035087719298,google-only
BBM - Free Calls & Messages,COMMUNICATION,Communication,4.3,12842860,100000000.0,,Free,0.0,Everyone,2018-08-02,Varies with device,4.0,,,,,,37.5,google-only
KakaoTalk: Free Calls & Text,COMMUNICATION,Communication,4.3,2546527,100000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,KakaoTalk : Messenger,3.17256,6873.0,0.0,Kakao Corp.,64.28571428571428,both
2ndLine - Second Phone Number,COMMUNICATION,Communication,4.2,15880,1000000.0,32768.0,Free,0.0,Everyone,2018-08-03,5.65.0,4.0,Second Phone Number',4.60212,44601.0,0.0,EverAppsLLC,100.0,both
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,Communication,4.6,2264916,50000000.0,6246.4,Free,0.0,Everyone,2018-07-31,5.22.18.0006,4.0,Ad Blocker & Browser Protect,4.2239,6802.0,0.0,Tapto,81.81818181818181,both
Ninesky Browser,COMMUNICATION,Communication,4.2,42925,1000000.0,2867.2,Free,0.0,Everyone,2017-08-27,6.1,2.3,Opera: AI browser with VPN,4.70109,209141.0,0.0,Opera Norway AS,63.63636363636363,both
"Dolphin Browser - Fast, Private & Adblock🐬",COMMUNICATION,Communication,4.5,2511130,50000000.0,,Free,0.0,Everyone,2018-07-02,Varies with device,,Firefox: Private Web Browser,4.63429,172956.0,0.0,Mozilla,71.42857142857143,both
Ghostery Privacy Browser,COMMUNICATION,Communication,4.1,13100,1000000.0,2252.8,Free,0.0,Everyone,2018-03-20,1.4.1.0,4.0,Ghostery Privacy Ad Blocker,4.33673,98.0,0.0,Ghostery GmbH,82.35294117647058,both
InBrowser - Incognito Browsing,COMMUNICATION,Communication,4.2,27156,1000000.0,,Free,0.0,Everyone,2018-05-31,Varies with device,,InBrowser - Private Browsing,4.20651,891.0,0.0,"Private Internet Access, Inc.",81.81818181818181,both
Web Browser for Android,COMMUNICATION,Communication,4.1,55098,1000000.0,4403.2,Free,0.0,Everyone,2018-06-20,2.2,4.0,Private Browsing Web Browser,4.72864,124383.0,0.0,SavySoda,66.66666666666666,both
DU Browser—Browse fast & fun,COMMUNICATION,Communication,4.3,1133501,10000000.0,4812.8,Free,0.0,Everyone,2016-04-01,6.4.0.4,4.0,Secret Browser,4.49465,2434.0,0.0,Steve Ehrenberg,66.66666666666666,both
Lightning Web Browser,COMMUNICATION,Communication,4.1,12578,500000.0,2355.2,Free,0.0,Everyone,2017-07-10,4.5.1,4.0,Private Browsing Web Browser,4.72864,124383.0,0.0,SavySoda,68.75,both
Web Browser,COMMUNICATION,Communication,4.2,10965,500000.0,2355.2,Free,0.0,Everyone,2015-02-02,2.0,3.0,Firefox: Private Web Browser,4.63429,172956.0,0.0,Mozilla,100.0,both
Puffin Browser Pro,COMMUNICATION,Communication,4.0,18247,100000.0,,Paid,3.99,Everyone,2018-07-05,7.5.3.20547,4.1,Puffin Browser Pro,2.91381,1427.0,4.99,"CloudMosa, Inc.",100.0,both
Contacts+,COMMUNICATION,Communication,4.2,190613,10000000.0,11264.0,Free,0.0,Everyone,2018-07-31,5.85.1,4.0,Delete Contacts+,4.78399,34175.0,0.0,Appiplayer Software,100.0,both
ExDialer - Dialer & Contacts,COMMUNICATION,Communication,4.2,125232,10000000.0,2764.8,Free,0.0,Everyone,2017-03-05,196,2.1,,,,,,23.076923076923077,google-only
PHONE for Google Voice & GTalk,COMMUNICATION,Communication,4.3,72065,1000000.0,13312.0,Free,0.0,Everyone,2018-04-18,3.0.7,4.0,Google,4.64802,3489468.0,0.0,Google,100.0,both
Safest Call Blocker,COMMUNICATION,Communication,4.4,27540,1000000.0,3788.8,Free,0.0,Everyone,2018-01-05,1.26.001,4.0,Robokiller: Spam Call Blocker,4.50893,410451.0,0.0,Mosaic S.r.l.,77.41935483870968,both
Full Screen Caller ID,COMMUNICATION,Communication,4.2,104990,5000000.0,10240.0,Free,0.0,Everyone,2018-05-15,3.5.0,4.0,Real Caller : Caller id,4.1335,3251.0,0.0,TATBIKATI AL MOUBTAKARA INC,78.26086956521739,both
